Source,Alternative Names,Reference,Sp Type,System Age Myr,Age range Myr,Sp Type Err,Effective Temperature K,Temp err,Object Mass M_Solar,Accretion Diagnostic,R Band Magnitude,R Band Flux Density (erg/(s*cm^2*Å),Ha EW (Å),Ha Line Flux from R band and EW,PaB EW (Å),BrG EW (Å),Ha Line Flux (erg/(s*cm^2),Hb Line Flux (erg/(s*cm^2),Hgamma Line Flux (erg/(s*cm^2),PaB Line Flux (erg/(s*cm^2),PaG Line Flux (erg/(s*cm^2),BrG Line Flux (erg/(s*cm^2),He I 587.6 Line Flux (erg/(s*cm^2),He I 667.8 Line Flux (erg/(s*cm^2),Ca II K Line Flux (erg/(s*cm^2),Ca II H Line Flux (erg/(s*cm^2),,Line Flux Errors,PaB Line Lum (L_solar),Line Flux erg/s/cm^2,Line Luminosity (W),Log Accretion Luminosity (solar),,Object Luminosity L_solar,Object Luminosity Error,Object Radius from L and T,R_err from L and T,Object Radius R_solar,R_err,Accretion Rate M_solar yr-1,Log Accretion Rate,Object Mass Range M_solar,Object Mass Err,log object mass,Accretion Luminosity (CGS),Companion?,A_V,A_V err,A_V source,Notes/Questions,Notes/Questions2,Notes/Questions3,
Sz104,Sz104,Alcala 2017,M5,3,3-10,0.50,3.13E+03,7.20E+01,0.18,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-3.20E+00,,,,,,1.11,0.26,1.58E-10,-9.80E+00,,3.00E-02,-7.45E-01,,,,,,,,,
Sz106,Sz106,Alcala 2017,M0.5,3,3-10,0.50,3.78E+03,1.74E+02,0.51,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-2.50E+00,,,,,,0.72,0.17,1.82E-10,-9.74E+00,,1.10E-01,-2.92E-01,,,,,,,,,
Sz108B,Sz108B,Alcala 2017,M5,3,3-10,0.50,3.13E+03,7.20E+01,0.19,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,1.30E-13,1.30E-14,6.97E-15,,,,,,,,,".04,.1,.61",,,,-2.90E+00,,,,,,1.33,0.36,3.55E-10,-9.45E+00,,3.00E-02,-7.21E-01,,,,,,,,,
Sz110,Sz110,Alcala 2017,M4,3,3-10,0.50,3.27E+03,7.50E+01,0.26,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-2.00E+00,,,,,,1.61,0.37,2.51E-09,-8.60E+00,,3.00E-02,-5.85E-01,,,,,,,,,
Sz111,Sz111,Alcala 2017,M1,3,3-10,0.50,3.71E+03,1.71E+02,0.46,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-2.20E+00,,,,,,1.4,0.32,7.76E-10,-9.11E+00,,1.20E-01,-3.37E-01,,,,,,,,,
Sz112,Sz112,Alcala 2017,M5,3,3-10,0.50,3.13E+03,7.20E+01,0.20,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-3.20E+00,,,,,,1.52,0.35,1.95E-10,-9.71E+00,,3.00E-02,-6.99E-01,,,,,,,,,
Sz113,Sz113,Alcala 2017,M4.5,3,3-10,0.50,3.20E+03,7.40E+01,0.19,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-2.10E+00,,,,,,0.83,0.19,1.41E-09,-8.85E+00,,3.00E-02,-7.21E-01,,,,,,,,,
Sz114,FLAGGED check Par-Lup3-4,Alcala 2017,M4.8,3,3-10,0.50,3.18E+03,7.30E+01,0.23,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-2.50E+00,,,,,,1.82,0.42,1.02E-09,-8.99E+00,,3.00E-02,-6.38E-01,,,,,,,,,
Sz115,Sz115,Alcala 2017,M4.5,3,3-10,0.50,3.20E+03,7.40E+01,0.22,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-2.70E+00,,,,,,1.36,0.31,5.01E-10,-9.30E+00,,3.00E-02,-6.58E-01,,,,,,,,,
Sz117,,Alcala 2017,M3.5,3,3-10,0.50,3.34E+03,7.70E+01,0.29,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,1.71E-13,4.36E-14,3.16E-14,,,,,,,,,".07,.46,.32",,,,-2.10E+00,,,,,,2,0.43,2.24E-09,-8.65E+00,,3.00E-02,-5.38E-01,,,,,,,,,
Sz118,,Alcala 2017,K5,3,3-10,1.00,4.35E+03,2.00E+02,1.09,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,5.98E-13,1.97E-13,1.55E-13,,,8.62E-15,,,,,,".43,.22,.19",,,,-1.80E+00,,,,,,1.82,0.4,1.07E-09,-8.97E+00,,2.00E-01,3.74E-02,,,,,,,,,
Sz123A,,Alcala 2017,M1,3,3-10,0.50,3.71E+03,1.71E+02,0.46,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-1.80E+00,,,,,,1.1,0.25,1.55E-09,-8.81E+00,,1.20E-01,-3.37E-01,,,,,,,,,
Sz123B,,Alcala 2017,M2,3,3-10,0.50,3.56E+03,1.64E+02,0.34,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-2.70E+00,,,,,,0.58,0.13,1.38E-10,-9.86E+00,,9.00E-02,-4.69E-01,,,,,,,,,
Sz129,,Alcala 2017,K7,3,3-10,1.00,4.06E+03,1.87E+02,0.80,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,1.13E-12,5.07E-13,4.14E-13,,,1.62E-14,,,,,,".03,.42,.39",,,,-1.20E+00,,,,,,1.23,0.27,3.89E-09,-8.41E+00,,1.60E-01,-9.69E-02,,,,,,,,,
Sz130,,Alcala 2017,M2,3,3-10,0.50,3.56E+03,1.64E+02,0.37,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-2.20E+00,,,,,,1.03,0.24,7.08E-10,-9.15E+00,,9.00E-02,-4.32E-01,,,,,,,,,
Sz131,,Alcala 2017,M3,3,3-10,0.50,3.42E+03,7.90E+01,0.30,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,1.02E-13,2.68E-14,2.17E-14,,,,,,,,,".06,.42,.04",,,,-2.40E+00,,,,,,1.04,0.23,5.62E-10,-9.25E+00,,4.00E-02,-5.23E-01,,,,,,,,,
Sz65,,Alcala 2017,K7,3,3-10,1.00,4.06E+03,1.87E+02,0.76,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,2.55E-13,2.87E-14,,,,,,,,,,".22,1.47",,,,-2.60E+00,,0.832,0.3623,1.85,0.24,1.84,0.4,2.45E-10,-9.61E+00,,1.80E-01,-1.19E-01,,,,,,upper limit,,,
Sz66,,Alcala 2017,M3,3,3-10,0.50,3.42E+03,7.90E+01,0.31,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-1.80E+00,,0.200,0.092,1.28,0.23,1.29,0.3,2.69E-09,-8.57E+00,,4.00E-02,-5.09E-01,,,,,,,,,
Sz68,check against 459,Alcala 2017,K2,3,3-10,1.00,4.90E+03,2.26E+02,2.13,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,5.06E-12,,,,,,,,,,,2.00E-01,,,,-1.20E+00,,5.183,2.1919,3.17,0.23,3.14,0.67,3.80E-09,-8.42E+00,,3.30E-01,3.28E-01,,,,,,upper limit,,,
Sz69,,Alcala 2017,M4.5,3,3-10,0.50,3.20E+03,7.40E+01,0.19,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-2.80E+00,,0.088,0.041,0.97,,0.97,0.22,3.31E-10,-9.48E+00,,3.00E-02,-7.21E-01,,,,,,,,,
Sz71,,Alcala 2017,M1.5,3,3-10,0.50,3.63E+03,1.67E+02,0.42,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-2.20E+00,,0.309,0.142,1.41,,1.43,0.33,8.71E-10,-9.06E+00,,1.10E-01,-3.77E-01,,,,,,,,,
Sz72,,Alcala 2017,M2,3,3-10,0.50,3.56E+03,1.64E+02,0.38,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-1.80E+00,,0.252,0.116,1.32,,1.29,0.3,2.19E-09,-8.66E+00,,9.00E-02,-4.20E-01,,,,,,,,,
Sz73,,Alcala 2017,K7,3,3-10,1.00,4.06E+03,1.87E+02,0.82,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-1.00E+00,,0.419,0.193,1.31,,1.35,0.31,6.61E-09,-8.18E+00,,1.60E-01,-8.62E-02,,,,,,,,,
Sz74,,Alcala 2017,M3.5,3,3-10,0.50,3.34E+03,7.70E+01,0.29,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-1.50E+00,,1.043,0.48,3.05,0.24,3.13,0.72,1.38E-08,-7.86E+00,,3.00E-02,-5.38E-01,,,,,,,,,
Sz75/GQLup,,Alcala 2017,K6,3,3-10,1.00,4.21E+03,1.93E+02,0.51,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,9.66E-12,1.37E-12,7.48E-13,,,1.40E-13,,,,,,".22,.12,1.78",,,,-7.00E-01,,1.445,0.626,2.27,0.25,2.26,0.53,1.91E-08,-7.72E+00,,1.40E-01,-2.92E-01,,,,,,,,,
Sz76,,Alcala 2017,M4,3,3-10,0.50,3.27E+03,7.50E+01,0.25,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,1.56E+13,3.15E-14,1.62E-14,,,,,,,,,".08,.24,.18",,,,-2.60E+00,,0.159,0.0704,1.24,0.25,1.24,0.28,5.01E-10,-9.30E+00,,3.00E-02,-6.02E-01,,,,,,,,,
Sz77,,Alcala 2017,K7,3,3-10,1.00,4.06E+03,1.87E+02,0.79,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,4.13E-13,1.00E-13,6.93E-14,,,,,,,,,".29,.26,2.91",,,,-1.70E+00,,0.550,0.2428,1.50,0.25,1.5,0.36,1.55E-09,-8.81E+00,,1.70E-01,-1.02E-01,,,,,,,,,
Sz81A,,Alcala 2017,M4.5,3,3-10,0.50,3.20E+03,7.40E+01,0.23,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,3.31E-13,3.39E-14,1.32E-14,,,4.47E-15,,,,,,".08,.14,.1",,,,-2.50E+00,,0.224,0.1103,1.54,0.23,1.54,0.38,8.51E-10,-9.07E+00,,3.00E-02,-6.38E-01,,,,,,,,,
Sz81B,,Alcala 2017,M5.5,3,3-10,0.50,3.06E+03,7.10E+01,0.15,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,3.40E-14,7.05E-15,4.16E-15,,,,,,,,,".22,.63,.3",,,,-3.20E+00,,0.110,0.0638,1.18,0.24,1.18,0.34,2.00E-10,-9.70E+00,,3.00E-02,-8.24E-01,,,,,,,,,
Sz82/IMLup,,Alcala 2017,K5,3,3-10,1.00,4.35E+03,2.00E+02,1.10,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,1.49E-12,7.72E-13,2.38E-13,,,,,,,,,".26,.88,.37",,,,-1.10E+00,,2.330,1.0397,2.69,0.23,2.69,0.65,7.94E-09,-8.10E+00,,0.00E+00,4.14E-02,,,,,,,,,
Sz83,,Alcala 2017,K7,3,3-10,1.00,4.06E+03,1.87E+02,0.75,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-3.00E-01,,1.313,0.605,2.32,0.24,2.39,0.55,6.46E-08,-7.19E+00,,1.90E-01,-1.25E-01,,,,,,,,,
Sz84,,Alcala 2017,M5,3,3-10,0.50,3.13E+03,7.20E+01,0.18,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-2.70E+00,,0.122,0.056,1.19,0.25,1.21,0.28,5.37E-10,-9.27E+00,,3.00E-02,-7.45E-01,,,,,,,,,
Sz88A,,Alcala 2017,M0,3,3-10,0.50,3.85E+03,1.77E+02,0.57,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-1.20E+00,,0.488,0.225,1.57,0.29,1.61,0.37,7.24E-09,-8.14E+00,,1.50E-01,-2.44E-01,,,,,,,,,
Sz88B,,Alcala 2017,M4.5,3,3-10,0.50,3.20E+03,7.40E+01,0.20,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-3.10E+00,,0.118,0.054,1.12,0.24,1.12,0.26,1.82E-10,-9.74E+00,,3.00E-02,-6.99E-01,,,,,,,,,
Sz90,,Alcala 2017,K7,3,3-10,1.00,4.06E+03,1.87E+02,0.79,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,6.01E-13,1.65E-13,9.79E-14,,,,,,,,,".25,.27,2.12",,,,-1.60E+00,,,,,,1.64,0.36,2.09E-09,-8.68E+00,,1.70E-01,-1.02E-01,,,,,,,,,
Sz91,,Alcala 2017,M1,3,3-10,0.50,3.71E+03,1.71E+02,0.47,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-1.80E+00,,,,,,1.36,0.31,1.86E-09,-8.73E+00,,1.20E-01,-3.28E-01,,,,,,,,,
Sz95,,Alcala 2017,M3,3,3-10,0.50,3.42E+03,7.90E+01,0.33,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,3.51E-14,1.09E-14,6.87E-15,,,,,,,,,".26,.13,1.32",,,,-2.50E+00,,,,,,1.84,0.41,7.08E-10,-9.15E+00,,4.00E-02,-4.81E-01,,,,,,,,,
Sz96,,Alcala 2017,M1,3,3-10,0.50,3.71E+03,1.71E+02,0.46,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,1.63E-13,5.64E-14,4.45E-14,,,,,,,,,".09,.58,.99",,,,-2.30E+00,,,,,,2.02,0.47,8.91E-10,-9.05E+00,,1.10E-01,-3.37E-01,,,,,,,,,
Sz97,,Alcala 2017,M4,3,3-10,0.50,3.27E+03,7.50E+01,0.25,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-2.90E+00,,,,,,1.34,0.28,2.75E-10,-9.56E+00,,3.00E-02,-6.02E-01,,,,,,,,,
Sz98,,Alcala 2017,K7,3,3-10,1.00,4.06E+03,1.87E+02,0.74,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,4.24E-12,9.93E-13,5.31E-13,,,5.62E-14,,,,,,".1,.92,.99",,,,-5.00E-01,,,,,,3.2,0.69,5.50E-08,-7.26E+00,,2.00E-01,-1.31E-01,,,,,,,,,
Sz99,,Alcala 2017,M4,3,3-10,0.50,3.27E+03,7.50E+01,0.22,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-2.60E+00,,,,,,0.89,0.2,4.07E-10,-9.39E+00,,3.00E-02,-6.58E-01,,,,,,,,,
T23,,Muzerolle 2005,M4.25,2,,,3138,,0.18,Ha 10% width,,,7.00E+00,,,,,,,,,,,,,,,,,,,,,0.120,,,,1.2,,,,,,,,,,,,,disk classification from Luhman et al. 2008,,
T3E,,Muzerolle 2005,M0.5,2,,,3342,,0.35,Ha 10% width,,,9.50E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T3W,,Muzerolle 2005,M3.5,2,,,3850,,0.73,Ha 10% width,,,8.90E+00,,,,,,,,,,,,,,,,,,,,,0.270,,,,1.2,,,,,,,,,,,,,,,
TWHya,,Herczeg 2009,K7,8,,,4060,,0.77,Excess Balmer,,,2.80E+02,,,,5.50E-11,4.68E-12,1.82E-12,,,,4.17E-13,1.58E-13,5.37E-13,,,,,,,-1.70E+00,,,,,,0.83,,7.94E-10,-9.1,,,-0.1135092748,,,,,,,,,
UScoCTIO 112,,Herczeg 2009,M5.5,11,,,3058,,0.09,Excess Balmer,,,2.10E+01,,,,3.89E-15,6.03E-16,1.86E-16,,,,6.31E-17,2.51E-17,1.95E-16,,,he lines are upper limits,,,,-5.40E+00,,,,,,0.37,,6.31E-13,-12.2,,,-1.045757491,,,,,,,,,
UYAur,,Gullbring 1998,K7,1,,,,,0.42,Excess Balmer,,,,,,,,,,,,,,,,,,,,,,2.68E-01,,,,,,2.6,,6.56E-08,-7.183096161,,,,,,,,,,,,
PDS 70 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDS 70 c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDS 70 b ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
