Sixth Catalog of Orbits of Visual Binary Stars: Orbits																																	
RA(2000).	DEC(2000)	WDS.......	DD............	ADS..	HD....	HIP...	V1.11	*	V2.22	*	PPPPP.PPPPPP	*	eee.eeeeee	AAA.AAAAA	*	ee.eeeee	III.IIII	eee.eeee	NNN.NNNN	eee.eeee	TTTTT.TTTTTT	*	eee.eeeeee	E.EEEEEE	e.eeeeee	OOO.OOOO	eee.eeee	EQNX	LAST	G	N	REF.....	PNGFILE...........
153812.91	361448.6	15382+3615	HU 1167AB	9731	139691	76563	8.07		9.87		834	y	272	1.249	a	0.1	97	2.6	80.5	2.6	2021.8	y	91.9	0		0			1994	5	n	Dru1995	wds15382+3615a.png
153814.14	361449.7	15382+3615	STF1964CD	9731		76566	8.06		9.02		1230	y	261	1.582	a	0.027	78.4	3.8	15.9	1.6	1955.3	y	21.3	0		0			1994	5	n	Dru1995	wds15382+3615b.png
153902.6	254447	15390+2545	COU 612		139749	76639	9.15		9.04		63.09	y		0.223	a		138.8		155.9		2035.01	y		0.401		136.1		2000	2009	3	n	Doc2011h	wds15390+2545k.png
153938.61	795859.6	15396+7959	STF1989	9769	141652	76695	7.32		8.15		171.62	y	8.68	0.464	a	0.083	135.2	10.5	123.4	32.6	1904.15	y	2.89	0.961	0.014	274	22.4	2000	2004	3	n	Hrt2008	wds15396+7959a.png
154010.96	-565452.3	15402-5655	GC 21035		139312	76734	6.66				893.8955	d	182.2487	6.71	m	1.96	70.39	12.72	28.94	12.87	47533.4844	d	133.6898	0		0			1991	9	n	HIP1997d	wds15402-5655r.png
154021.44	435046.4	15404+4351	GC 21088		140139	76752	7.17				706.5644	d	70.2293	7.3	m	0.85	110.15	7.65	121.14	6.86	48603.8945	d	21.5063	0		0			1991	9		HIP1997d	wds15404+4351r.png
154028.45	184018	15405+1840	A  2076	9742	139939	76769	8.28		8.44		776	y		0.823	a		73.8		1.3		1895	y		0.38		95		2000	2008	4		Zir2014a	wds15405+1840a.png
154114.7	755940.7	15413+7559	Ross 1057			76832	12.2	v			14.5	y		0.0745	a		92		21		1982.2	y		0		180				9		Hei1993e	wds15413+7559r.png
154116.41	595917.2	15413+5959	STF1969	9756	140590	76837	9.14		9.5		434	y	30	1.013	a	0.036	74.4	1.2	211.83	0.74	1959.42	y	0.95	0.828	0.016	21.4	2.2	2000	2013	4	n	RAO2015	wds15413+5959i.png
154133.09	194013.8	15416+1940	HU  580AB	9744	140159	76852	5.35		5.22		8015	d	6.3	0.21033	a	0.00047	83.608	0.043	69.684	0.033	54180	m	33	0.0941	0.0028	80.5	1.8	2000	2008	1	n	Mut2010b	wds15416+1940d.png
154158.29	420304.7	15420+4203	COU1445		140432	76882	8.3		8.9		70.59	y		0.263	a		81.1		64.7		1993.39	y		0.991		284.6		2000	2005	4		Doc2013e	wds15420+4203b.png
154201.39	2725.5	15420+0027	A  2176	9747	140122	76892	8		8		52.68	y	2.04	0.148	a	0.008	27.2	7.4	97.7	12.9	1987.16	y	0.38	0.653	0.027	279.3	9.9	2000	2014	2	n	Tok2015c	wds15420+0027o.png
154244.57	261744.3	15427+2618	STF1967	9757	140436	76952	4.04		5.6		91.2	y	0.4	0.729	a	0.006	94.45	0.07	111.75	0.09	1931.6	y	0.3	0.48	0.01	103.8	0.6		2011	2	n	DRs2012	wds15427+2618k.png
154310.53	134003.7	15432+1340	BU  619A	9758	140438	76985	6.95				75.2	y		0.132	a		76.5		29.7		1993.46	y		0.938		258.3		2000		9		Zir2014b	wds15432+1340f.png
154401.85	23055.9	15440+0231	A  2230AB	9763	140538	77052	5.95		12		528.79	y		5.037	a		144.5		210.7		1939.76	y		0.146		129.5		2000	2013	5		Gat2013b	wds15440+0231a.png
154431.86	111559.3	15445+1116	PPM 131653		140667	77098	7.53				978.42	d	0.94	12.3	m	0.4	113.3	6.3	69.9	14.3	54060	d	3.2	0.204	0.0049	202.1	1.2		2012	9		SaJ2013b	wds15445+1116a.png
154540.74	504020.8	15457+5040	HU  657	9781	234257	77188	10.25		10.95		371.5	y		0.581	a		123.9		162		1974.3	y		0.74		202.7		2000	2008	4	n	Doc2012k	wds15457+5040f.png
154632.45	195714.4	15465+1957	COU  66			77269	10.94		11.2		235.7	y		0.87	a		160.7		143.8		2028.2	y		0.464		118.4		2000		5		FMR2013e	wds15465+1957b.png
154809.95	742450.8	15482+7425	GJ 3922		142474	77409	9.33				233.112	d		3.8	m	1	156.3	37.7	270.9	6	50926.32	d		0.827		339.7		2000		9	n	Ren2013	wds15482+7425f.png
154912.14	-353903.9	15492-3539	"NHR   8Aa,Ab"				11.4				786.1	y		0.54	a		39.6		77.9		2269.8	y		0.52		360			2012	4	n	Gns2014b	wds15492-3539i.png
154912.14	-353903.9	15492-3539	"NHR   8Aa,Ab"				11.4				1734.1	y		0.92	a		46.4		126.6		2214.4	y		0.69		266.7			2012	5	n	Gns2014b	wds15492-3539j.png
154912.14	-353903.9	15492-3539	"NHR   8Aa,Ab"				11.4				1138.3	y		0.69	a		53.7		76.5		2433.3	y		0.21		360			2012	4	n	Gns2014b	wds15492-3539k.png
154915.7	603138.5	15493+6032	HU  912	9806	142089	77482	8.6		9.01		109	y		0.32	a		54		102		1988.5	y		0.67		260		2000		3	n	Hei1996c	wds15493+6032a.png
154937.2	-32548.7	15496-0326	CHR 259		141513	77516	3.75		5.39		35.86	y	1.91	0.255	a	0.012	131	3.6	223	2.4	2003.96	y	0.27	0.75	0.024	97.9	1.5		2011	4	n	Dru2014	wds15496-0326b.png
154957.52	-485444.6	15500-4855	GC 21252		141194	77541	5.86				325.032	d	16.1524	3.99	m	0.76	94.99	26.26	321.86	46.86	48281.9375	d	10.8319	0		0			1991	9	n	HIP1997d	wds15500-4855r.png
155115.65	-30525.5	15513-0305	CHR  51		141851	77660	5.2		7.8		52.82	y	0.3	0.344	a	0.002	100.1	1.5	73.2	2	2001.6	y	0.2	0.79	0.002	66.3	4	2000	2007	4	n	Doc2010h	wds15513-0305f.png
155208.39	105230.2	15521+1052	BAG   7			77725	9.7		11.16		1014.5	d	3	0.1	a	0.004	37.9	3.7	286.9	2.9	50828.1	d	11.2	0.367	0.017	339.6	4.9		1997	4	n	Tok2000b	wds15521+1052a.png
155240.19	422700	15527+4227	chi Her		142373	77760	4.62				51.2865	d	0.4082	0.96	m	0.58	131.68	27.61	51.69	37.96	48349.0039	d	4.4425	0		0			1991	9	n	HIP1997d	wds15527+4227r.png
155312.19	131152.8	15532+1312	STT 583A		142267	77801	6.1				138.603	d		2.8	m	0.5	84.8	7.3	41.6	9.3	44165.4	d		0.5		286.4		2000		9	n	Ren2013	wds15532+1312f.png
155410.28	165928	15542+1659	A  2080	9831	142455	77875	8.83		9.2		382.99	y	292.64	0.369	a	0.137	62.9	4.5	294	12.3	2285.17	y	443.01	0.157	0.083	40.7	217.2	2000	2004	4	n	Hrt2008	wds15542+1659a.png
155500.37	-192258.4	15550-1923	HU 1274	9834	142378	77939	6.04		8.5		361	y		0.576	a		101.7		124.4		1974.3	y		0		0		2000	2009	5	n	Zir2015a	wds15550-1923i.png
155541.93	-264449.3	15557-2645	I   977	9836	142456	78002	7.99		8.48		274.5	y		0.754	a		65.8		102.9		1968.88	y		0.364		29.7		2000	2010	4	n	Sca2013d	wds15557-2645c.png
155541.93	-264449.3	15557-2645	I   977	9836	142456	78002	7.99		8.48		816.6	y		1.616	a		69.7		107.5		1967.58	y		0.706		20.4		2000	2010	4	n	Sca2013d	wds15557-2645b.png
155554.63	-20951.3	15559-0210	STF1985	9842	142661	78024	7.03		8.65		2331.2	y		6.953	a		31.68		107.76		1533.8	y		0.38		132.56		1900		5	n	Hop1973b	wds15559-0210a.png
160016.25	114012.6	16003+1140	A  1639AB	9872	143480	78394	9.82		11.15		314	y		0.291	a		35.8		5.1		1938	y		0		0		2000	2009	5		Zir2012b	wds16003+1140f.png
160020.01	-223717.8	16003-2237	LAB   3		143275	78401	2.39		4.62		3945.4	d	2.8	98.94	m	0.14	34.12	0.79	175	2.1	55745.29	m	0.19	0.9373	0.0009	359.5	2.5	2000	2011	2	n	CIA2012c	wds16003-2237f.png
160054.16	131618.2	16009+1316	STT 303AB	9880	143597	78446	7.69		8.06		1460	y		2.214	a		72.9		11		1475	y		0		0		2000	2012	4		Zir2015a	wds16009+1316i.png
160102.8	331819.4	16010+3318	rho CrB		143761	78459	4.51				0.10924	y		1.66	m	0.35	0.48		30.5	12.3	1997.5724	y		0.13		30		2000		9	n	Gat2001a	wds16010+3318r.png
160332.22	-574629.5	16035-5747	SEE 258AB		143474	78662	5.2		5.76		26.84	y	0.09	0.328	a	0.006	168.7	9.9	42	43.2	1990.87	y	0.21	0.515	0.012	320	44.1	2000	2014	1	n	Tok2015c	wds16035-5747o.png
160421.63	-112224.8	16044-1122	STF1998AB	9909	144069	78727	5.16		4.87		45.9	y	0.6	0.654	a	0.006	34.5	1	25.3	4	1997.22	y	0.02	0.744	0.001	163.8	5	2000	2006	1	n	Doc2009g	wds16044-1122k.png
160421.63	-112224.8	16044-1122	STF1998AC	9909	144069	78727	5.16		7.3		1514.43	y		7.755	a		131.5		47.4		2226.1	y		0.041		59.3		2000	2005	5	n	Zir2008	wds16044-1122c.png
160526.23	-194819.4	16054-1948	bet Sco	9913	144217	78820	2.62				6.82825	d		1.42	m	0.02	111.8	0.7	294.2	0.8	49788.509	d	0.019	0.291	0.006	54.8	1.3			9	n	Hol1997	wds16054-1948r.png
160526.23	-194819.4	16054-1948	BU  947AB	9913	144217	78820	2.62		10.6		610	y		3.9	a		87.1		89.5		2480	y		0.909		282.9		2000	1999	5	n	USN2002	wds16054-1948a.png
160526.55	-194806.6	16054-1948	MCA  42CE	9913	144218	78821	4.52		6.6		38.77	y		0.124	a		41.8		5.4		1993.96	y		0.025		155.8		2000	2009	3	n	Doc2011i	wds16054-1948k.png
160539.42	-325142.6	16057-3252	SEE 264AB		144179	78842	8.34		9.29		150.51	y		0.896	a		140.5		154.3		1976.01	y		0.138		29.5		2000	2012	4	n	Doc2012k	wds16057-3252f.png
160540.29	-202657.1	16057-2027	GJ 610		144253	78843	7.4				0.2901	y		0.0124	a		83.2		215.2		1989.99	y		0.151		85.7				9	n	Are2000	wds16057-2027r.png
160544.53	-61728.1	16057-0617	"FIN 384Aa,Ab"	9918	144362	78849	7.1		7.1		4.963	y	0.015	0.046	a	0.003	154.7	2	108.5	10	2013.371	y	0.03	0.559	0.006	8.4	15	2000	2009	2	n	Doc2013d	wds16057-0617b.png
160544.53	-61728.1	16057-0617	BU  948AB	9918	144362	78849	6.46		9.01		459	y		1.123	a		152.5		52.6		2050	y		0.65		70.4		2000	2010	5		Zir2014a	wds16057-0617c.png
160553.72	104106.4	16059+1041	"HDS2273Aa,Ab"		144515	78864	8.8		10		33.54	y		0.353	a		35.6		163		1993.02	y		0.422		54.3		2000	2006	4		Zir2008	wds16059+1041a.png
160630.93	-402700.5	16065-4027	RST1876		144259	78915	7.8		8.55		96.95	y	2.07	0.303	a	0.011	97.5	0.9	97.5	0.8	2037.31	y	1.54	0.006	0.027	338.1	6.2	2000	2014	4		Tok2015c	wds16065-4027o.png
160635.56	-364808	16066-3648	the Lup		144294	78918	4.21				1031.8624	d	90.7992	7.3	m	0.73	76.89	10.89	4.58	7.83	47393.3125	d	88.7378	0		0			1991	9	n	HIP1997d	wds16066-3648r.png
160716.17	-364519.9	16073-3645	HJ 4831A		144415	78970	5.71				919	d	40	11	m	1.1	61	7	55	95	49141	d	412	0.09	0.16	113	73		1991	9		Gln2007	wds16073-3645r.png
160755.15	142522.3	16079+1425	A  1798	9931	144935	79034	8.88		10.2		360	y		0.27	a		129.2		160.6		2025	y		0.464		217.2		2000	1995	4	n	USN2002	wds16079+1425a.png
160827.25	-100608.4	16085-1006	BU  949	9932	144892	79071	7.08		8.19		56.33	y	0.2	0.289	a	0.003	82.3	0.5	198.1	0.5	2018.34	y	0.35	0.774	0.016	157.8	2.9	2000	2014	2	n	Tok2015c	wds16085-1006o.png
160846.2	445605.3	16088+4456	NOI   2		145389	79101	4.23				564.69	d	0.13	32.1	m	0.2	12.1	2.9	9.1	2.5	50121.8	d	1	0.522	0.004	351.9	2.7	2000	2005	1	n	Zav2007	wds16088+4456a.png
160926.97	-310311.2	16094-3103	I   557		144926		7.8		8.2		184.87	y		0.425	a		73.7		195.6		2003.34	y		0.867		215		2000	2008	5		Zir2013d	wds16094-3103b.png
161029	-4053	16105-0041	LSR 1610-0040				19.1				1.662	y	0.012	8.91	m	0.31	83.2	1	102.8	1.8	2005.854	y	0.02	0.444	0.017	151.4	4.6			9	n	Dah2008	wds16105-0041r.png
161128.81	150725.3	16115+1507	A  1799	9952	145648	79333	9.53		9.75		540	y		0.693	a		123.1		90.1		1833	y		0.48		163.6		2000	2010	5		Zir2014a	wds16115+1507a.png
161129.76	94243.2	16115+0943	FIN 354		145589	79337	7.19		7.52		50.16	y	2	0.122	a	0.002	92.2	1	82.9	1	2014.57	y	0.57	0.093	0.03	214.7	10	2000	2009	3	n	Doc2013d	wds16115+0943c.png
161148.06	362530.6	16118+3626	WRH  21		145849	79358	5.63				2200.77	d		9.69	m	0.85	91.4	9.7	50.5	6.6	50760.4	d		0.6797		9.73			1993	9	n	Trr2007b	wds16118+3626s.png
161248.31	392133.2	16128+3922	STF2028	9970	146100	79448	9.88		9.14		105.34	y		0.399	a		83.6		145.5		1993.38	y		0.616		223.7		2000	2009	3	n	Hrt2014b	wds16128+3922i.png
161318.45	133137.2	16133+1332	STF2021AB	9969	145958	79492	7.43		7.48		1354	y		5.09	a		58.7		148.5		1754	y		0.39		111.4		1900	1957	4	n	Hop1964b	wds16133+1332a.png
161343.62	463823.1	16137+4638	A  1642	9975	146327	79526	8.87		9.39		188.61	y		0.719	a		99.3		176.1		1892.3	y		0.271		120.4		2000	1997	4	n	Hrt2001b	wds16137+4638a.png
161440.85	335131	16147+3352	"STF2032Aa,Ab"	9979	146361	79607	6.19		6.58		1641.299649	m	0.000115	1.225	m	0.013	28.08	0.34	207.93	0.67	50127.04855	d	0.0002	0		0		2000	2007	8	n	Rag2009	wds16147+3352r.png
161440.85	335131	16147+3352	STF2032AB	9979	146361	79607	5.62		6.49		726	y	62	5.26	a	0.35	32.3	4.1	28	0.5	1825.2	y	1.5	0.72	0.01	57.3	6.8	2000	2008	4	n	Rag2009	wds16147+3352a.png
161441.44	335133.4	16147+3352	STF 2032C	9979		79607	12.1				52	y		0.111	a		59		30		1963	y		0.36		127		2000		9	n	Hei1990d	wds16147+3352s.png
161556.96	72129.4	16160+0721	STF2026AB	9982	146413	79702	9.48		9.86		441.8	y	25	2.38	a	0.04	133.04	0.5	14.31	0.9	1907.053	y	0.06	0.8104	0.007	194.74	0.8	2000	2009	3	n	Sca2011a	wds16160+0721k.png
161652.42	11317.3	16169+0113	A  2181	9989	146564	79774	10.12		10.2		285.69	y		0.4331	a		11.94		137.33		1962.37	y		0.1259		245.12		2000	1981	5	n	Pop1995d	wds16169+0113a.png
161658.92	-534146.3	16170-5342	I   987		146059	79787	6.63		8.77		102.47	y	1.77	0.384	a	0.012	15.9	10.8	59.3	39.9	1952.08	y	1.72	0.262	0.021	12.2	43.4	2000	2014	3	n	Tok2015c	wds16170-5342o.png
161705.31	551612.9	16171+5516	BLA   3			79796	10.16		11.94		4.04	y	0.005	0.148	a	0.002	119.5	1	63.5	1.5	2005.72	y	0.005	0.17	0.002	299.9	2	2000	2007	2	n	Tam2008	wds16171+5516b.png
161914.48	413933.6	16192+4140	STT 309	10006	147275	79957	8.74		8.97		345	y		0.418	a		61.1		44.8		1795	y		0.445		66.7		2000	1997	4		USN2002	wds16192+4140a.png
161917.64	-424026.2	16193-4240	SEE 271		146667	79963	5.83		6.86		67.5	y		0.293	a		45.8		215.2		2049.59	y		0.788		82.5		2000	1991	4	n	USN2001	wds16193-4240a.png
161949.63	264638.7	16198+2647	A   225	10007	147251	79999	10.04		9.79		43.34	y	1.68	0.129	a	0.003	114.4	1	117.5	1	2005.9	y	0.54	0.489	0.038	183.1	2.3	2000	2005	3	n	Doc2008a	wds16198+2647b.png
162018.2	365832.1	16203+3659	BD+37 2741		147395	80042	6.61				335.537	d		1.6	m	0.4	98.5	15.2	171.5	13.3	48335	d		0.235		336.9		2000		9	n	Ren2013	wds16203+3659f.png
162035	453444.6	16206+4535	HDS2309		147544	80074	7.74		10.68		29.906	y	0.932	0.1469	a	0.0071	36.8	5.7	77.5	11.1	2016.237	y	0.635	0.614	0.099	41	13.7	2000	2010	5		Cve2014	wds16206+4535a.png
162111.32	-253533.9	16212-2536	"NOR   1Aa1,2"	10009	147165	80112	3.3		4.1		33.01	d	0.002	3.62	m	0.06	158.2	2.3	104	5	34889	m	1	0.322	0.0012	283	5		2006	8	n	Nor2007	wds16212-2536r.png
162114.74	225918.8	16212+2259	HU  481	10017	147442	80117	8.21		10.04		119.5	y		0.464	a		146.8		172.6		1997.95	y		0.567		160.5		2000	2009	3	n	Hrt2010a	wds16212+2259b.png
162135.18	363043.1	16216+3631	COU 982				9.4		9.4		88.3	y	6.94	0.38	a	0.024	62.1	2.2	74.3	3.1	2000.49	y	0.56	0.49	0.028	43.5	4		2006	5		Hrt2009	wds16216+3631a.png
162154.54	132719.7	16219+1327	GC 22009		147508	80166	7.38				922.8	d		2.6	m	0.96	122.96	44.42	18.98	22.92	42429.5	d		0.371		230			1991	9	n	HIP1997d	wds16219+1327r.png
162221.91	-321953.3	16224-3220	JSP 691		147298	80199	10.27		10.49		264.96	y	43.3	0.87	a	0.102	122	2.2	101.9	2.9	1958.53	y	0.81	0.59	0.046	307.2	4.7	2000	2014	4	n	Tok2015c	wds16224-3220o.png
162253.58	-170108.9	16229-1701	CHR  54		147473	80240	7.62		7.81		39.89	y	1.21	0.183	a	0.008	101.9	2.1	236.6	2.7	2011.76	y	1.14	0.634	0.049	306	2.8	2000	2014	3	n	Tok2015c	wds16229-1701o.png
162255.97	380416.3	16229+3803	COU1281				10.1		10.4		46.46	y		0.255	a		76.2		26.8		2015.38	y		0.629		269		2000	2008	3	n	Doc2012h	wds16229+3803f.png
162332.23	332127.8	16235+3321	VBS  26AB				9.6		9.7		195	y		0.24	a		134.3		24.2		2017.1	y		0.47		61.4		2000	1997	4		USN2002	wds16235+3321a.png
162409.32	482110.4	16240+4822	"HEN   1Aa,Ab"			80346	10.44				1366.1	d	0.4	237.28	m	0.88	154	0.1	98.5	0.47	51313.3	d	0.6	0.631	0.002	248.68	0.46		2006	2	n	Llo2007	wds16240+4822a.png
162517.59	-490852.2	16253-4909	COO 197AB		147633	80448	8.11		8.23		1132	y		3.37	a		159.6		9.3		1909.8	y		0.549		180.5		2000	2013	5	n	Ary2015b	wds16253-4909o.png
162524.17	372338.7	16254+3724	CHR  55		148283	80460	5.6		8.3		76.32	y	50	0.357	a	0.013	96.6	0.5	177.5	0.5	1989.98	y	0.05	0.691	0.008	292.5	1.5	2000	2007	4	n	Doc2010h	wds16254+3724c.png
162524.29	-232736.6	16256-2327	BU 1115DE	10045	147888	80461	6.81		8.42		675.5	y	32.5	1.01	a	0.15	134.8	2.7	152.7	4.6	2008.6	y	34.2	0.707	0.112	260.4	1.1	2000	1991	5		Nov2007b	wds16256-2327a.png
162535.12	-232649.6	16256-2327	H 2  19AB	10049	147933	80473	5.07		5.74		2398	y	326	4.25	a	0.79	135.3	6	77.5	13.5	2327	y	343	0.675	0.322	226.1	15.3	2000	2001	5	n	Nov2007b	wds16256-2327c.png
162619.21	-94325.4	16263-0943	RST3945		148131		9.7		9.7		127	y		0.305	a		51		52.5		1919	y		0.22		47		2000		5		Hei1997	wds16263-0943a.png
162748.23	-82218.1	16278-0822	"RST3949Aa,Ab"		148367	80628	4.71		8.83		82.8	y	1.4	0.79	a	0.03	31.2	5.7	86.8	6.9	1994.1	y	1	0.45	0.03	177.9	7.4		2011	4	n	DRs2012	wds16278-0822k.png
162816.06	-161243.6	16283-1613	RST3950		148394	80677	7.6		8.78		26.55	y	0.1	0.176	a	0.014	148.3	12	137.8	17	2000.92	y	0.4	0.858	0.02	259.8	15	2000	2005	3		Doc2009g	wds16283-1613k.png
162827.8	-700504.8	16285-7005	zet TrA		147584	80686	4.91				12.9	d		2.71	m	0.44	16.01	2.47	2.1	6.8	18103.6	d		0.06		274.5			1992	9		Jnc2005	wds16285-7005r.png
162852.67	182450.6	16289+1825	STF2052AB	10075	148653	80725	7.69		7.91		230.06	y		2.245	a		108.4		93.9		1921.12	y		0.758		130.8		2000	2014	2	n	Sca2015c	wds16289+1825o.png
162924.47	-262555	16294-2626	GNT   1	10074	148478	80763	0.96	v	5.4		1217.536	y	81.521	2.9275	a	0.03447	80.75	0.072	90.99	1.788	1273.67	y	64.033	0.0786	0.04429	0.01	5.226	2000	1997	5	n	Pal2005b	wds16294-2626a.png
163003.67	335311.1	16301+3353	HU 1173	10085	148909	80806	8.91		9.45		110.5	y		0.154	a		38		47		1966.5	y		0.75		208		2000		3	n	Hei1997	wds16301+3353a.png
163013.19	212922.6	16302+2129	"BLA   4Aa,Ab"		148856	80816	2.77				410.575	d		0.0621	a	0.0002	100.2	0.1	9.2	0.4	15500.374	d		0.5498		103.6	0.1	2000		4	n	MkT1992e	wds16302+2129a.png
163013.19	212922.6	16302+2129	"BLA   4Aa,Ab"		148856	80816	2.77				410.575	d		11	m	0.74	46.38	10.76	17.81	7.16	48393.0625	d	6.6295	0.5498		24.61			1991	9	n	HIP1997d	wds16302+2129r.png
163054.84	15902.8	16309+0159	STF2055AB	10087	148857	80883	4.15		5.15		129	y		0.91	a		23		53.3		1939.7	y		0.611		157.5		2000	1990	2	n	Hei1993b	wds16309+0159a.png
163055.24	305627.2	16309+3056	BD+31 2859		149044	80884	7.18				1021	d	86	13.7	m	1.9	66	7	293	92	48525	d	387	0.46	0.16	125	95		1991	9		Gln2007	wds16309+3056s.png
163055.71	380352.6	16309+3804	STF2059	10093	149083	80885	8.75		8.79		955	y		1.114	a		102.8		23.8		2059	y		0.52		297.9		2000	2009	5		Zir2014a	wds16309+3804a.png
163104.36	-240433.3	16311-2405	Haro 1-14c				12.3				592.19	d	0.09	15.4	m	1.5	86.9	1.2	263.5	7.1	53656.22	m	0.72	0.617	0.006	233.56	0.56		2013	8	n	LeB2014	wds16311-2405s.png
163145.09	-21536	16318-0216	A   693	10095	148943	80949	9.24		9.29		96.18	y	0.89	0.195	a	0.003	129.3	1.7	220.9	2.2	1991.33	y	0.68	0.278	0.011	344.2	3.8	2000	2014	2	n	Tok2015c	wds16318-0216o.png
163147.95	-70123.9	16318-0701	STF3105	10092	148931	80954	7.68		9.25		540	y		0.635	a		127		17		1955	y		0.65		87		2000		4	n	Hei1996c	wds16318-0701a.png
163251.84	31447.3	16329+0315	"DSG   7Aa,Ab"		149162	81023	9		10.5		0.61897	y		14.8	m	2	112	26	155	15	1988.4317	y		0.3114		203.62		2000	2013	5	n	Hor2015	wds16329+0315o.png
163406.19	422612.8	16341+4226	LAB   4		149630	81126	4.2		7.7		14.65	y		0.113	a		101.2		194.6		1975.44	y		0.029		94.3		2000	1995	2	n	USN2007a	wds16341+4226a.png
163442.35	-41344.6	16348-0412	GIC 144A		149414	81170	9.67				133.281	d		3.3	m	0.9	147	48.7	226.9	16.3	49137.47	d		0.275		291.8		2000		9	n	Ren2013	wds16348-0412f.png
163639.05	694734.7	16366+6948	BU  953AB	10140	150631	81332	8.56		9.27		220.78	y	72.76	0.415	a	0.113	113.1	5.9	144.2	5.4	1899.73	y	7.11	0.444	0.064	264.1	30.2	2000	2004	3	n	Hrt2008	wds16366+6948b.png
163705.87	173154	16371+1732	COU 311				10.3		10.3		157.89	y		0.263	a		44		95.1		1950.24	y		0.55		217.2				5		Cou1999b	wds16371+1732a.png
163824.13	351334.5	16384+3514	COU 985			81470	9.4		9.7		91.1	y		0.298	a		59		81.3		1986.55	y		0.327		34.3		2000	2009	4	n	Doc2012g	wds16384+3514f.png
163905.24	-371302.1	16391-3713	FIN 340AB		149886	81523	6.6		6.6		23.99	y	0.06	0.102	a	0	55.4	0.4	149.6	0.4	2013.87	y	0.02	0.621	0.004	143.3	0.8	2000	2014	2	n	Tok2015c	wds16391-3713o.png
164117.46	313607	16413+3136	STF2084	10157	150680	81693	2.95		5.4		34.45	y		1.33	a		131		50		1967.7	y		0.46		111		2000		1	n	Sod1999	wds16413+3136a.png
164117.67	300636.2	16413+3006	A   349	10158		81694	10.66		10.91		135.69	y		0.435	a		165.1		316.1		1951.28	y		0.532		8.5		2000	2010	3	n	Hrt2014b	wds16413+3006i.png
164120.42	-484546.7	16413-4846	"SNA   1Aa,Ab"		150136	81702	5.71				3008	d	54	11.97	m	0.45	107.9	3	300	10	51241	d	38	0.73	0.05	250.7	2.9	2000	2012	5	n	Sna2013	wds16413-4846b.png
164134.77	305232.7	16416+3053	GC 22471		150710	81726	7.09				919.8579	d	29.352	13.6	m	0.94	82.98	4.98	95.75	4.03	48087.6484	d	88.6555	0.0946	0.1374	101.06	40.07		1991	9	n	HIP1997d	wds16416+3053r.png
164136.62	151237	16416+1513	USN   2				16.4		16.4		4.03	y	0.018	98.76	m	5.65	83.2	0.3	91.6	0.3	2008.54	y	0.03	0.74	0.032	49.4	1.6	2000	2012	5	n	USN2013b	wds16416+1513a.png
164153.67	-195528.1	16419-1955	GC 22453		150453	81754	5.58				494.2012	d	10.0576	11.54	m	2.21	63.6	9.09	164.14	6.85	48383.25	d	44.9993	0.3528	0.1805	290.12	35.98		1991	9	n	HIP1997d	wds16419-1955r.png
164157.22	735314.3	16420+7353	MLR 198		151746	81757	7.3		7.6		51.16	y		0.199	a		135.3		192.7		1993.69	y		0.542		322.4		2000	2009	3		Hrt2014b	wds16420+7353i.png
164209.74	411142.9	16422+4112	STF2091	10169	150903	81774	8.44		9.29		888	y		0.877	a		64.7		126.5		2059	y		0.72		321.9		2000	2010	5		Zir2014a	wds16422+4112a.png
164229.08	-370445.7	16425-3705	R   283		150420	81803	6.98		7.83		691	y		1.3	a		122		72.1		1965.72	y		0.656		91.6		2000	2013	4	n	Ary2015b	wds16425-3705o.png
164356.29	432831.2	16439+4329	D    15	10188	151188	81919	9.04		9.27		120.05	y	0.24	0.975	a	0.009	118.2	0.4	145.6	0.5	1895.02	y	0.2	0.418	0.004	149.7	0.9	2000	2007	2	n	Alz2007	wds16439+4329a.png
164436.02	714525	16446+7145	"MLR 182Aa,Ab"		152027	81961	9.15		10.21		62	y		0.263	a		121		64.7		1977.5	y		0.19		358		2000		5		Hei1997	wds16446+7145a.png
164458.51	292737.9	16450+2928	COU 490		151236		8.8		8.8		100.1	y	5	0.218	a	0.008	130.1	1.5	1.7	2	2007.34	y	3.5	0.151	0.006	68.8	11.2	2000	2005	4	n	Doc2008a	wds16450+2928b.png
164502.06	384229.6	16450+3842	COU1284				9.5		9.5		78	y		0.19	a		114.1		47.5		1964.01	y		0.55		254.3				5		Cou1999b	wds16450+3842a.png
164517.79	564654.1	16453+5647	MCA  44		151613	82020	4.85				1385.7281	d		39.26	m	1.14	112.44	1.54	249.02	2.11	48616.7148	d	5.3981	0.72		99			1991	9	n	HIP1997d	wds16453+5647r.png
164546.43	-4553.8	16458-0046	A  1141	10196	151168	82062	9.1		9.2		62.07	y		0.23	a		101		13		1952.77	y		0.07		243.4			1973	3	n	Baz1976	wds16458-0046b.png
164914.2	455900.4	16492+4559	A  1866BC	10227	152107	82321	9.5		9.6		56.4	y	0.3	0.279	a	0.005	37.4	2.7	57.5	6	1991.2	y	2.2	0.13	0.02	69.4	7.8		2011	4	n	DRs2012	wds16492+4559c.png
